,Artist,Streams,,,,,,,
,Tee Grizzley,"1,617,436,989","139,751,443",129,0,3,24,109,05/12/21
,Lil Dicky,"1,616,460,233","114,899,323",22,0,5,16,22,09/03/21
,Sara Bareilles,"1,614,037,594","74,694,570",186,0,4,21,107,10/26/21
,Yo Gotti,"1,612,651,009","1,174,641,342",479,0,2,27,130,07/04/21
,Los Tigres Del Norte,"1,612,543,190","141,929,772",629,0,0,34,233,09/06/21
,Ali Gatie,"1,612,409,670","1,734,846",34,0,3,18,30,06/07/21
,Gigi D'Agostino,"1,607,853,514","811,917",423,1,2,7,29,07/02/21
,Aloe Blacc,"1,607,469,913","221,208,510",189,0,3,17,58,04/10/21
,La Oreja de Van Gogh,"1,604,731,207","56,855,566",182,0,2,35,161,10/26/21
,Cosculluela,"1,602,713,772","854,087,172",125,0,4,23,82,02/15/21
,Thalia,"1,600,873,719","265,152,280",305,0,2,29,124,10/26/21
,Trevor Daniel,"1,598,470,985","144,755,306",42,1,2,12,41,08/12/21
,KISS,"1,597,372,365",0,411,0,3,15,128,06/09/21
,Quinn XCII,"1,592,676,323",0,69,0,3,41,69,11/14/20
,CHVRCHES,"1,591,449,210","5,074,935",116,0,2,30,83,10/12/21
,TKKG,"1,590,067,517",0,"4,763",0,0,0,28,01/02/21
,Mötley Crüe,"1,588,883,158",0,225,0,4,21,87,10/15/21
,Beret,"1,586,857,502","43,424,522",48,0,3,40,47,10/04/21
,ANAVITÓRIA,"1,585,687,353","216,439,786",72,0,3,37,68,10/27/21
,Kollegah,"1,584,591,974","94,663,622",551,0,0,39,289,10/14/21
,Frédéric Chopin,"1,580,987,576","1,163,362","9,790",0,0,20,229,08/06/21
,Charlie Brown Jr.,"1,580,294,868","35,076,703",278,0,0,30,160,10/03/21
,Wale,"1,580,208,020","1,154,717,634",238,0,3,33,130,01/05/21
,Blueface,"1,578,666,919","506,759,991",88,0,4,25,69,09/26/21
,Wham!,"1,575,017,706","803,322",36,0,2,8,28,10/20/21
,Conor Maynard,"1,573,210,113","290,548,203",128,0,3,37,81,07/10/21
,Daya,"1,567,388,316","1,974,448,643",43,0,4,17,38,10/21/21
,Gwen Stefani,"1,567,367,202","859,314,178",98,0,3,17,65,10/26/21
,Zoé,"1,566,169,419","8,309,495",188,0,3,38,109,01/29/21
,fun.,"1,563,903,413","179,922",26,0,3,16,25,09/22/21
,Leona Lewis,"1,562,947,663","47,122,679",130,0,4,16,73,10/24/21
,Old Dominion,"1,558,080,029","2,210,265",74,0,6,25,51,09/03/21
,Bryant Myers,"1,555,580,281","1,572,871,706",92,0,4,39,83,03/11/21
,Willy William,"1,554,428,694",0,97,1,2,7,23,11/16/20
,Lady A,"1,553,890,200","123,565,129",220,0,2,24,120,09/03/21
,Gente De Zona,"1,552,539,697","1,252,561,307",111,0,3,20,76,09/23/21
,Martin Jensen,"1,550,508,031","248,746,085",68,0,3,19,41,01/11/21
,The Jackson 5,"1,548,706,728","2,117,270",349,0,3,11,46,10/26/21
,Nas,"1,546,917,718","652,936,327",302,0,2,32,163,01/06/21
,Die drei !!!,"1,543,605,722","23,498,439","2,798",0,0,0,58,10/09/21
,Sufjan Stevens,"1,537,720,483","30,503,692",388,0,1,26,170,08/07/21
,John Lennon,"1,537,015,542","5,548,139",463,0,3,20,82,10/25/21
,Dilsinho,"1,536,975,587","323,485,409",138,0,3,29,116,10/20/21
,Casper Magico,"1,532,557,006","158,823,124",80,0,2,17,54,01/02/21
,Chief Keef,"1,531,749,381","493,317,969",534,0,4,23,167,09/17/21
,Darell,"1,529,447,202","4,202,605,904",124,0,4,29,86,10/02/21
,Denzel Curry,"1,527,964,815","417,775,940",115,0,2,39,88,10/26/21
,Arcade Fire,"1,527,258,745",0,103,0,3,44,82,10/22/21
,AJ Tracey,"1,518,925,602","127,062,369",98,0,4,28,83,10/26/21
,David Bisbal,"1,516,626,351","609,850,259",242,0,2,29,116,10/19/21
,Niska,"1,516,560,541","532,738,249",92,0,1,43,89,09/16/21
,Guaynaa,"1,515,566,695","98,646,182",47,0,5,16,38,10/15/21
,Lee Brice,"1,514,026,248","12,190,065",94,0,6,14,65,09/03/21
,Jack Ü,"1,509,853,886","912,261",32,0,3,10,30,12/26/20
,Felipe Araújo,"1,507,060,178","144,991,670",97,0,5,18,64,09/03/21
,Bruno & Marrone,"1,499,184,205","204,065,915",411,0,1,29,185,08/31/21
,Sting,"1,498,664,690","216,365,401",465,0,3,20,184,09/08/21
,The Pussycat Dolls,"1,495,427,167","20,067,111",54,0,4,14,40,10/10/21
,Ice Cube,"1,494,097,969","176,529,482",265,0,3,20,145,01/28/21
,Neil Young,"1,492,248,289","17,581,131",856,0,3,22,131,09/02/21
,Mon Laferte,"1,490,118,659","271,037,423",128,0,3,28,106,10/23/21
,Paul Simon,"1,490,036,511","68,021,453",429,0,3,20,104,10/06/21
,Kevin Roldan,"1,489,016,332","399,120,073",126,0,2,29,89,06/11/21
,Taio Cruz,"1,487,977,887","23,439,157",95,0,4,13,41,09/05/21
,Internet Money,"1,487,270,931","240,760,241",40,0,3,10,23,09/08/21
,The National,"1,481,830,520","68,728,009",209,0,1,43,137,10/07/21
,Sean Kingston,"1,478,550,000","131,894,349",127,0,5,16,44,09/25/21
,Alan Jackson,"1,476,559,130","65,038,230",253,0,1,31,137,03/05/21
,Roxette,"1,475,994,431","299,275",382,0,3,17,85,09/30/21
,Aitana,"1,474,511,710","3,750,992",65,0,4,26,63,10/27/21
,Martin Solveig,"1,474,236,399","1,215,667",247,0,5,16,60,02/12/21
,Shania Twain,"1,470,707,334","176,158,153",170,0,4,24,97,10/23/21
,MKTO,"1,469,541,117","10,444,447",29,0,1,14,28,09/03/21
,Stromae,"1,469,459,552","55,697,785",46,0,4,21,36,10/16/21
,Ezhel,"1,466,161,763","150,391,507",59,0,0,40,55,10/13/21
,Banda El Recodo,"1,464,524,587","1,277,033",550,0,1,36,155,02/24/21
,Yusuf / Cat Stevens,"1,461,402,233","15,764,014",325,0,3,18,64,10/22/21
,Yellow Claw,"1,460,222,344","76,991,831",238,0,2,30,115,07/09/21
,Nat King Cole,"1,459,023,413","6,746,115","1,088",0,2,25,103,09/02/21
,Chayanne,"1,458,798,729","106,591,871",235,0,2,25,91,08/31/21
,Kiiara,"1,457,204,493","270,410,790",71,0,3,18,35,10/21/21
,League of Legends,"1,448,732,152","672,689,310",329,0,3,19,85,10/11/21
,Plan B,"1,448,270,585",0,62,0,4,19,52,11/15/20
,Lionel Richie,"1,447,451,297","46,509,966",268,0,5,17,69,10/22/21
,Saweetie,"1,444,984,203","299,823,047",61,0,4,22,51,10/23/21
,Simple Plan,"1,441,022,268","1,788,290",118,0,4,29,86,10/18/21
,John Newman,"1,439,605,622","331,748,009",82,0,3,12,53,03/24/21
,Nina Simone,"1,438,858,558","15,465,627",546,0,2,22,124,10/06/21
,Yung Gravy,"1,437,194,028","9,022,509",71,0,2,27,68,07/16/21
,Granular,"1,434,614,692",0,432,0,2,19,69,03/05/21
,Nipsey Hussle,"1,430,729,695","226,102,540",282,0,2,30,135,08/09/21
,Alex Rose,"1,427,992,828","417,963,769",61,0,3,24,56,07/07/21
,Sade,"1,427,458,438","1,356,898",111,0,4,33,104,10/26/21
,Chelsea Cutler,"1,426,164,636","432,991,241",78,0,3,28,65,07/16/21
,DJ Luian,"1,425,231,812","1,986,428,348",52,0,4,15,41,02/22/21
,Electric Light Orchestra,"1,422,261,000","22,736,509",235,0,3,16,111,01/04/21
,*NSYNC,"1,420,761,421","19,029,493",92,0,5,15,70,10/26/21
,Los Temerarios,"1,420,543,713",0,322,0,0,46,128,10/05/21
,DENNIS,"1,419,916,276","117,580,197",305,0,4,30,120,06/20/21
,Calle 13,"1,419,474,679","80,756,373",81,0,4,28,75,01/06/21
,Lily Allen,"1,416,696,030","279,853,586",114,0,3,22,78,08/15/21
,Kylie Minogue,"1,416,431,644","106,243,198",869,0,2,28,157,10/20/21
,Tech N9ne,"1,413,659,255","538,028,931",451,0,0,27,219,10/08/21
,Marco Antonio Solís,"1,413,261,614","485,985,284",203,0,1,33,139,02/26/21
,Mambo Kingz,"1,409,982,433","1,796,968,260",36,0,5,11,14,02/26/21
,Bullet For My Valentine,"1,409,246,889","26,581",162,0,2,35,91,08/05/21
,Baby Lullaby Academy,"1,409,215,562","30,122,083","2,087",0,0,52,164,09/22/21
,Dolly Parton,"1,408,501,618","121,299,239",948,0,3,13,124,12/31/20
,Brad Paisley,"1,407,470,935","46,180,925",232,0,1,34,123,09/03/21
,girl in red,"1,407,188,043","3,765,618",29,0,5,19,28,10/18/21
,Chencho Corleone,"1,407,116,148","791,262,424",18,0,5,13,17,09/25/21
,deadmau5,"1,406,999,842","88,245,746",433,0,1,27,188,07/24/21
,Bea Miller,"1,402,357,033","973,863,406",41,0,4,22,41,10/22/21
,Jowell & Randy,"1,402,083,663","746,943,451",169,0,3,22,86,10/18/21
,The Goo Goo Dolls,"1,396,855,854","279,713",248,0,2,13,69,03/23/21
,Natalia Lafourcade,"1,396,482,974","771,577,589",173,0,3,28,112,10/23/21
,Jay Chou,"1,394,403,171","20,862,440",297,0,0,45,162,04/02/21
,Mike Perry,"1,392,920,550",0,32,0,2,17,31,11/14/20
,Tom Walker,"1,391,545,813","90,387,030",82,0,3,20,54,09/20/21
,Miranda Lambert,"1,386,337,755","305,075,379",156,0,1,26,120,10/26/21
,Ghostemane,"1,384,997,008","53,311,906",139,0,2,32,102,10/19/21
,will.i.am,"1,384,450,649","1,786,210,849",98,0,4,14,42,09/04/21
,Brett Young,"1,381,201,917","14,949,745",60,0,4,18,40,10/26/21
,Ruth B.,"1,379,219,593","4,223,091",44,0,3,12,30,10/18/21
,Mr. Probz,"1,378,183,383","227,072,647",36,0,2,11,30,09/03/21
,Cigarettes After Sex,"1,378,174,690","2,126,632",30,0,3,28,30,10/17/21
,Greeicy,"1,374,067,292","41,777,009",53,0,3,27,47,10/25/21
,Feid,"1,373,451,909","1,894,009,161",114,0,2,25,76,10/23/21
,Ferrugem,"1,372,026,685","226,582,639",134,0,1,33,107,08/14/21
,KSI,"1,370,998,805","24,347,700",113,0,0,36,84,10/26/21
,James TW,"1,370,209,304",0,30,0,3,18,30,11/14/20
,YUNGBLUD,"1,367,258,954","366,326,991",77,0,2,32,60,10/17/21
,Rich Brian,"1,366,968,490","484,398,183",53,0,3,33,52,10/26/21
,The Who,"1,365,701,719",0,776,0,6,12,81,12/26/20
,Olivia O'Brien,"1,365,047,441","1,318,584,669",51,0,3,19,40,10/15/21
,Audioslave,"1,360,471,453",0,58,0,5,16,46,10/26/21
,Tears For Fears,"1,359,484,725","2,270,559",209,0,2,11,55,10/27/21
,Dennis Lloyd,"1,359,049,478",0,33,0,2,17,29,06/20/21
,Willie Nelson,"1,357,834,751","211,167,459","1,494",0,3,21,128,09/02/21
,Summer Cem,"1,357,000,399","264,671,653",177,0,2,31,105,02/05/21
,Lalo Ebratt,"1,355,512,932","54,847,249",44,0,6,14,34,01/22/21
,Angus & Julia Stone,"1,354,613,988",0,153,0,3,26,88,11/14/20
,Tina Turner,"1,354,177,177","19,476,587",218,0,5,15,69,10/25/21
,Cyndi Lauper,"1,353,937,300","6,238,491",218,0,3,7,29,10/24/21
,Gavin James,"1,353,919,817","52,147,623",105,0,3,26,80,02/19/21
,Bing Crosby,"1,353,425,915","9,003,222","1,203",0,2,23,68,01/05/21
,Lil Kleine,"1,349,650,279","311,191,469",106,0,0,41,88,10/19/21
,Oh Wonder,"1,346,137,068","548,943,890",57,0,5,30,54,08/11/21
,Tracy Chapman,"1,336,856,862","72,530,177",102,0,4,13,84,09/02/21
,Selena,"1,335,632,526","2,128,068",177,0,2,24,87,10/23/21
,Will Smith,"1,333,708,440","29,481,971",89,0,4,15,45,10/06/21
,Jack & Jack,"1,333,223,893","43,745,345",44,0,2,15,42,08/30/21
,Bill Withers,"1,332,850,466","37,292,559",119,0,4,10,58,04/05/21
,Surfaces,"1,332,266,175",0,64,0,1,16,50,09/03/21
,Sofía Reyes,"1,328,889,375","201,449,131",47,0,2,18,38,10/23/21
,Dido,"1,328,523,318","3,836,236",198,0,3,14,80,09/02/21
,Jeezy,"1,327,116,650","1,246,803,557",599,0,1,26,179,08/29/21
,Wolfgang Amadeus Mozart,"1,323,952,565","4,758,138","11,669",0,0,14,180,09/13/21
,Alina Baraz,"1,322,860,439","26,853,751",72,0,3,26,62,10/19/21
,LUDMILLA,"1,322,684,960","356,865,365",134,0,0,30,114,10/27/21
,Grupo Firme,"1,321,158,703","269,587,341",183,0,2,29,93,06/03/21
,Jasmine Thompson,"1,317,231,334",0,108,0,3,35,83,11/05/20
,Maria Becerra,"1,315,072,144","244,048,114",31,0,2,20,31,10/27/21
,Blur,"1,311,460,535","15,936",355,0,2,18,85,09/27/21
,Alvaro Soler,"1,307,458,976","26,316,017",90,0,2,16,60,10/09/21
,Luísa Sonza,"1,307,380,515","1,719,444",58,0,3,24,45,10/27/21
,Ella Fitzgerald,"1,306,751,857","11,252,389","1,952",0,1,19,138,12/27/20
,Jon Pardi,"1,301,565,161","94,534,699",63,0,4,16,46,05/07/21
,Tori Kelly,"1,301,453,889","448,791,880",94,0,3,23,72,10/25/21
,Lenny Kravitz,"1,299,154,929","48,115,127",269,0,4,17,93,09/02/21
,IU,"1,295,955,334","56,979,092",159,0,2,25,84,10/26/21
,Genesis,"1,295,454,874","658,083",354,0,2,25,139,01/07/21
,Sin Bandera,"1,294,370,986","78,541,133",114,0,4,21,81,02/09/21
,TLC,"1,294,288,247","202,409,971",173,0,3,9,49,10/10/21
,Lil Xan,"1,291,482,211","15,144,315",74,0,3,17,55,09/08/21
,Mary J. Blige,"1,289,394,631","1,819,034,323",368,0,2,26,130,10/03/21
,Brantley Gilbert,"1,288,253,176","100,016,251",112,0,2,30,82,09/03/21
,ZZ Top,"1,286,794,372",0,266,0,3,14,88,09/02/21
,Ramin Djawadi,"1,286,775,894","12,413,030",885,0,0,26,244,02/26/21
,Louis Armstrong,"1,285,502,051","12,982,577","1,476",0,3,18,109,01/04/21
,Snakehips,"1,284,895,360","87,512,393",64,0,3,17,45,02/27/21
,Natiruts,"1,284,627,208","17,687,599",211,0,1,33,147,08/30/21
,Bruno Martini,"1,284,419,429","17,263,864",94,0,2,15,33,10/07/21
,Maggie Lindemann,"1,283,798,570","2,296,041",24,0,2,10,24,10/26/21
,Oliver Heldens,"1,281,119,368",0,127,0,3,26,78,11/14/20
,Skepta,"1,280,472,588","1,177,727,240",146,0,1,31,105,08/24/21
,NEFFEX,"1,280,094,835",0,156,0,2,27,139,05/14/21
,Lupe Fiasco,"1,276,832,416","218,167,580",167,0,2,18,118,09/21/21
,Spice Girls,"1,275,752,140","605,083",105,0,2,11,36,10/24/21
,Cher,"1,275,748,566","11,907,292",397,0,2,17,67,10/26/21
,Dean Martin,"1,271,240,189","5,961,006",586,0,1,17,107,01/03/21
,The Head And The Heart,"1,271,155,866",0,77,0,3,21,64,07/30/21
,Benjamin Blümchen,"1,270,296,618","2,187,805","5,668",0,0,2,41,10/09/21
,Lykke Li,"1,267,977,654","88,501,825",96,0,2,24,69,09/20/21
,Tinie Tempah,"1,264,492,695","429,042,133",127,0,3,21,63,09/03/21
,Capo Plaza,"1,260,400,629","578,528,070",67,0,1,35,60,09/09/21
,Lil Jon,"1,259,193,098","1,536,589,891",142,0,3,15,49,09/02/21
,Toby Keith,"1,257,439,909","18,017,157",292,0,3,21,84,09/02/21
,Beck,"1,257,317,743","78,812,344",288,0,1,26,136,09/22/21
,Andrea Bocelli,"1,255,153,364","29,954,086",550,0,2,25,160,10/24/21
,Lauren Daigle,"1,254,131,254","150,419,068",67,0,1,32,60,09/03/21
,ZHU,"1,253,093,333","45,485,295",104,0,2,30,77,09/07/21
,Timbaland,"1,250,914,821","1,744,179,833",165,0,2,13,60,09/20/21
,Juicy J,"1,250,538,324","2,951,000,597",334,0,2,27,85,12/30/20
,The All-American Rejects,"1,250,018,034",0,86,0,4,8,61,10/25/21
,Dynoro,"1,249,862,868",0,14,0,1,7,13,11/17/20
,Alice In Chains,"1,249,120,364","191,722",137,0,2,24,100,12/31/20
,Melim,"1,248,051,948","47,036,639",84,0,2,30,64,10/12/21
,Chris Young,"1,247,645,486",0,92,0,3,20,68,11/14/20
,Gustavo Cerati,"1,244,552,421","161,088,257",160,0,1,29,103,08/31/21
,Salaam Remi,"1,244,052,119","274,416,805",174,1,1,2,10,08/05/21
,Tungevaag,"1,241,073,021","1,371,087",62,0,4,24,39,05/14/21
,Los Bukis,"1,238,840,274","6,645,445",245,0,0,43,100,09/24/21
,Kina,"1,237,030,469","2,962,492",31,0,2,9,21,05/29/21
,Vince Staples,"1,236,177,266","499,964,411",82,0,2,25,75,09/26/21
,NCT 127,"1,234,877,288","40,274,341",121,0,0,35,93,10/26/21
,Seether,"1,230,727,184","116,581",169,0,3,23,103,12/27/20
,Kris Kross Amsterdam,"1,227,717,300","9,661,668",29,0,2,11,20,01/25/21
,Max Richter,"1,225,348,164","33,749",904,0,0,18,161,02/26/21
,Leon Bridges,"1,224,196,478",0,55,0,3,27,55,11/14/20
,Brent Faiyaz,"1,223,680,356","538,478,146",45,0,2,22,45,07/28/21
,Showtek,"1,223,338,892","66,492,313",247,0,2,19,69,02/26/21
,Cash Cash,"1,222,618,389","88,365,145",133,0,3,22,63,02/26/21
,Simone & Simaria,"1,222,174,153","207,972,376",114,0,4,20,74,10/26/21
,Pabllo Vittar,"1,221,131,755","277,965,365",92,0,2,31,65,10/27/21
,Timmy Trumpet,"1,221,086,680","73,893,196",149,0,1,25,81,02/26/21
,Intocable,"1,220,814,315","17,782,991",304,0,2,29,163,06/27/21
,Salmo,"1,220,205,309","561,519,339",149,0,1,28,93,10/17/21
,BØRNS,"1,218,774,629","16,653,608",44,0,2,17,40,06/24/21
,Supertramp,"1,218,664,114","30,706",119,0,3,16,81,10/13/21
,a-ha,"1,218,091,808","11,723",350,0,1,10,65,01/03/21
,A Tribe Called Quest,"1,217,610,616","2,194,254",172,0,1,31,108,10/25/21
,Pixies,"1,217,270,049","448,181",707,0,3,14,97,10/24/21
,Daughtry,"1,215,090,026","1,852,975",123,0,2,19,91,10/04/21
,AWOLNATION,"1,212,368,781","24,910,582",116,0,1,19,68,07/10/21
,Dominic Fike,"1,211,886,669","97,477,865",28,0,2,17,28,10/23/21
,Deftones,"1,210,056,453","550,159",140,0,1,30,118,09/11/21
,Camila,"1,210,015,690","45,300,205",98,0,3,20,69,02/26/21
,Los Enanitos Verdes,"1,206,944,057","4,841,307",180,0,3,17,85,10/05/21
,Otis Redding,"1,202,718,503","96,674,731",273,0,2,16,85,12/17/20
,A R I Z O N A,"1,202,055,144","70,458,524",61,0,2,21,48,09/10/21
,Jacquees,"1,202,013,471","240,482,349",142,0,2,19,101,07/29/21
,Petit Biscuit,"1,199,615,143","18,677,227",84,0,1,20,51,04/07/21
,Foals,"1,196,124,320","1,309,562",162,0,2,31,76,09/14/21
,Emeli Sandé,"1,194,737,638","545,104,417",146,0,3,18,76,02/26/21
,Death Cab for Cutie,"1,191,747,257","30,736,945",197,0,1,29,115,10/06/21
,Diego & Victor Hugo,"1,190,246,824","8,547,493",115,0,5,18,71,10/18/21
,Jake Owen,"1,189,060,122","30,523,629",90,0,2,16,71,09/03/21
,Alanis Morissette,"1,188,196,497","3,432,473",295,0,3,16,99,10/13/21
,Dave Matthews Band,"1,187,540,696","12,441,432","1,002",0,1,23,150,10/18/21
,WILLOW,"1,187,406,742","210,175,831",73,0,3,13,65,10/19/21
,Wu-Tang Clan,"1,187,400,020","11,075,579",347,0,1,16,119,06/19/21
,SCH,"1,187,209,911","327,201,386",109,0,0,41,108,10/24/21
,Dadju,"1,185,762,627","366,887,717",89,0,0,32,88,06/10/21
,Craig David,"1,184,020,237","79,790,305",161,0,1,19,87,08/26/21
,Frenna,"1,183,949,855","307,185,737",131,0,0,37,102,09/09/21
,Gustavo Mioto,"1,183,601,360","66,339,851",80,0,4,21,60,07/13/21
,Missy Elliott,"1,183,433,606","1,152,793,513",135,0,4,20,60,10/04/21
,Counting Crows,"1,181,632,427","3,786,266",193,0,3,12,68,07/09/21
,Pineapple StormTv,"1,181,094,407","119,381,866",191,0,1,25,87,06/29/21
,Foreigner,"1,180,377,331","251,313",287,0,4,11,53,09/26/21
,Grouplove,"1,180,340,182","3,672,342",110,0,2,15,66,07/22/21
,Megadeth,"1,179,502,849","586,697",401,0,1,18,170,10/09/21
,Cro,"1,176,297,892","135,230,980",136,0,0,27,102,05/06/21
,Gloria Trevi,"1,173,569,039","129,212,035",271,0,0,28,119,10/26/21
,Sam Cooke,"1,172,537,664","384,104",356,0,3,11,73,09/15/21
,Hombres G,"1,172,100,715","57,228,169",275,0,2,14,110,10/21/21
,Beastie Boys,"1,170,723,253","631,275",293,0,3,17,145,02/11/21
,Talking Heads,"1,170,559,958",0,173,0,3,18,94,08/24/21
,KALEO,"1,170,023,281","24,451",21,0,3,15,17,03/31/21
,Regard,"1,169,696,729",0,31,0,2,4,16,03/29/21
,Gemitaiz,"1,169,359,138","551,183,196",158,0,0,33,119,07/17/21
,Ludacris,"1,169,259,865","3,205,955,574",204,0,0,24,107,03/30/21
,Dustin Lynch,"1,168,422,327","8,116,031",74,0,3,15,60,09/03/21
,TOMORROW X TOGETHER,"1,167,330,997",0,54,0,1,35,51,10/27/21
,Oliver Tree,"1,166,497,385","36,945,706",45,0,2,23,42,10/05/21
,The Score,"1,166,473,185","804,340",57,0,2,24,56,09/06/21
,Burna Boy,"1,166,156,990","1,300,701,026",162,0,3,29,89,10/09/21
,Cole Swindell,"1,163,691,710","7,146,457",77,0,2,19,64,10/14/21
,Río Roma,"1,162,969,995","54,061,819",97,0,2,25,74,02/28/21
,The Temptations,"1,162,727,326","52,421,883",703,0,2,10,54,06/20/21
,Banda Los Recoditos,"1,159,835,788","11,518,962",233,0,2,23,111,02/26/21
,Matuê,"1,158,857,411","188,199,873",29,0,2,26,28,10/21/21
,Eurythmics,"1,158,311,287","11,388,127",190,0,1,11,37,10/16/21
,Grateful Dead,"1,157,947,195",0,"3,119",0,0,16,132,10/14/21
,Kungs,"1,157,042,297","11,911,282",27,0,1,9,25,04/03/21
,Ultimo,"1,156,774,588","68,861,721",62,0,0,31,50,10/26/21
,Stone Sour,"1,154,389,161","209,472",137,0,3,16,102,06/28/21
,EDEN,"1,154,155,920","22,025,471",56,0,3,23,55,10/24/21
,Brett Eldredge,"1,153,026,213",0,92,0,3,17,64,10/27/21
,AURORA,"1,150,276,785","320,842,846",82,0,1,25,60,10/24/21
,Canserbero,"1,150,259,120","11,742,174",90,0,1,30,79,10/23/21
,Two Feet,"1,147,628,660","20,047,600",38,0,3,17,35,02/26/21
,Lindsey Stirling,"1,147,311,882","222,045,071",104,0,0,41,99,10/24/21
,La Adictiva Banda San José de Mesillas,"1,145,624,117","31,641,132",87,0,2,23,59,02/26/21
,beabadoobee,"1,145,182,474","4,643,526",52,0,1,6,35,02/26/21
,Icona Pop,"1,144,480,058","189,837,410",113,0,2,16,55,05/03/21
,Empire of the Sun,"1,144,142,649","91,503,429",108,0,3,10,52,06/30/21
,Moby,"1,139,611,531","209,309,702",770,0,1,19,147,12/24/20
,Darius Rucker,"1,139,059,566","36,543,140",101,0,1,14,75,10/23/21
,MadeinTYO,"1,138,903,625","452,976,749",81,0,4,16,56,05/07/21
,Famous Dex,"1,138,688,989","150,148,632",149,0,2,9,57,05/05/21
,Tom Petty and the Heartbreakers,"1,136,844,304","2,619,823",230,0,3,15,78,06/30/21
,Official HIGE DANdism,"1,136,492,188",0,125,0,3,20,57,10/21/21
,Ella Eyre,"1,134,243,288","182,202,955",77,0,4,13,46,02/26/21
,ONE OK ROCK,"1,133,808,931",0,115,0,0,35,103,09/07/21
,LMFAO,"1,132,378,790","211,074,207",57,0,3,9,33,09/03/21
,RIN,"1,131,389,375","55,810,713",61,0,1,29,59,07/31/21
,Eros Ramazzotti,"1,130,533,036","20,569,094",416,0,2,21,146,10/24/21
,Kelsea Ballerini,"1,130,406,973","549,576,426",74,0,1,22,58,09/18/21
,Duran Duran,"1,129,700,517",0,489,0,2,16,64,10/25/21
,Gym Class Heroes,"1,128,430,812",0,72,0,2,6,28,09/02/21
,Ben&Ben,"1,128,332,219","13,333,168",50,0,3,22,41,10/19/21
,M.I.A.,"1,127,631,117","156,089,688",111,0,3,11,75,09/11/21
,BIGBANG,"1,126,764,020","1,029",378,0,1,21,51,10/26/21
,Disciples,"1,123,799,838","45,002,553",74,0,1,12,33,02/26/21
,GoldLink,"1,123,755,908","316,916,226",94,0,2,21,64,10/24/21
,KSHMR,"1,121,737,570","140,390,298",115,0,1,31,80,05/05/21
,A Great Big World,"1,121,397,433","17,445,760",63,0,1,12,32,09/03/21
,Fat Joe,"1,121,148,790","405,211,372",224,0,3,18,60,09/13/21
,Phoenix,"1,121,055,870","1,572,724",109,0,3,20,66,06/30/21
,KC Rebell,"1,120,353,473","295,392,571",243,0,0,31,112,05/26/21
,Roy Woods,"1,119,390,370","26,288,013",56,0,1,30,52,05/09/21
,James Blake,"1,118,610,900","569,313,244",105,0,2,29,87,09/27/21
,Juan Luis Guerra 4.40,"1,118,430,197","604,402,394",202,0,1,24,107,05/28/21
,Evaluna Montaner,"1,112,826,579","108,975,406",43,0,3,6,23,10/26/21
,No Doubt,"1,110,113,994","271,174",120,0,2,13,52,10/26/21
,Vintage Culture,"1,109,832,439","29,149,174",169,0,1,32,97,02/26/21
,Bunbury,"1,108,581,759","125,929,261",404,0,0,18,172,04/04/21
,Iron & Wine,"1,107,433,325","870,226",196,0,2,17,118,02/26/21
,James Taylor,"1,107,151,890","113,542,401",386,0,2,17,115,10/12/21
,Jamiroquai,"1,106,218,207","4,942,417",235,0,1,20,117,09/11/21
,Deep Purple,"1,106,150,659","4,039,988",813,0,2,14,72,10/19/21
,Marc E. Bassy,"1,104,434,431","470,988,921",95,0,2,20,71,10/19/21
,Digital Farm Animals,"1,104,014,283","607,180,505",70,0,1,15,45,09/06/21
,MC Kevin o Chris,"1,103,437,155","286,144,025",155,0,3,24,83,05/21/21
,UB40,"1,099,893,951","1,383,276",396,0,3,14,72,02/26/21
,Zendaya,"1,099,508,705","1,338,078,198",40,0,3,7,28,10/12/21
,Smokepurpp,"1,099,377,977","333,002,703",113,0,2,23,82,09/26/21